Packet,Timestamp_sec,Timestamp_nsec,AnomalyType,Force,Position,Temperature
2264,1748508095,861362000,PositionalError,8.243,4.228,24.852
2265,1748508095,867209000,TempSpike,8.602,4.646,33.686
2265,1748508095,867209000,PositionalError,8.602,4.646,33.686
2266,1748508095,872062000,PositionalError,8.218,5.480,25.122
2267,1748508095,876760000,PositionalError,8.924,4.241,24.589
2268,1748508095,881455000,TempSpike,10.569,5.450,35.767
2268,1748508095,881455000,PositionalError,10.569,5.450,35.767
2269,1748508095,887378000,PositionalError,9.244,4.056,24.580
2270,1748508095,892088000,PositionalError,10.520,4.574,24.793
2271,1748508095,896763000,PositionalError,11.473,5.279,24.995
2272,1748508095,901379000,TempSpike,11.150,4.789,31.988
2272,1748508095,901379000,PositionalError,11.150,4.789,31.988
2275,1748508095,916621000,PositionalError,9.308,4.589,25.016
2276,1748508095,922478000,PositionalError,9.880,5.386,25.332
2277,1748508095,927069000,PositionalError,9.484,4.959,24.802
2278,1748508095,931774000,PositionalError,9.516,5.167,25.074
2279,1748508095,936491000,PositionalError,9.308,4.600,25.279
2280,1748508095,942334000,ForceSpike,20.021,5.109,25.387
2280,1748508095,942334000,PositionalError,20.021,5.109,25.387
2281,1748508095,947116000,PositionalError,8.451,4.129,25.447
2282,1748508095,951793000,PositionalError,11.127,4.059,25.063
2283,1748508095,956437000,PositionalError,8.117,4.749,25.042
2284,1748508095,962254000,TempSpike,9.160,4.618,35.136
2284,1748508095,962254000,PositionalError,9.160,4.618,35.136
2285,1748508095,967045000,PositionalError,10.940,5.478,24.608
2286,1748508095,971784000,PositionalError,11.208,5.512,24.922
2287,1748508095,976467000,PositionalError,9.839,5.136,25.071
2288,1748508095,982278000,PositionalError,11.454,4.270,25.260
2289,1748508095,986913000,PositionalError,11.365,4.782,24.701
2290,1748508095,991853000,PositionalError,9.290,5.305,25.038
2291,1748508095,996548000,PositionalError,10.595,5.306,25.341
2292,1748508096,2327000,PositionalError,11.097,4.273,25.311
2293,1748508096,7014000,PositionalError,11.275,4.461,25.491
2294,1748508096,11696000,PositionalError,9.891,5.844,24.618
2295,1748508096,16147000,PositionalError,9.117,5.185,25.276
2296,1748508096,22029000,PositionalError,9.915,4.497,25.331
2297,1748508096,26753000,PositionalError,9.412,5.061,24.592
2298,1748508096,31555000,PositionalError,8.067,4.532,25.399
2299,1748508096,37360000,PositionalError,9.925,4.045,24.992
2300,1748508096,42065000,PositionalError,10.445,4.413,24.628
2301,1748508096,46706000,TempSpike,11.185,4.510,35.283
2301,1748508096,46706000,PositionalError,11.185,4.510,35.283
2302,1748508096,51494000,PositionalError,9.095,5.525,25.184
2303,1748508096,57245000,TempSpike,8.233,5.367,34.737
2303,1748508096,57245000,PositionalError,8.233,5.367,34.737
2304,1748508096,62026000,PositionalError,10.055,5.445,25.168
2305,1748508096,66738000,PositionalError,11.278,5.839,24.652
2306,1748508096,71384000,PositionalError,10.020,5.777,24.982
2307,1748508096,77181000,PositionalError,9.892,4.137,24.722
2308,1748508096,82093000,PositionalError,10.368,4.234,25.294
2309,1748508096,86782000,PositionalError,10.953,4.539,24.760
2310,1748508096,91462000,PositionalError,10.319,4.331,25.371
2311,1748508096,97273000,PositionalError,9.560,4.396,24.983
2312,1748508096,102003000,PositionalError,8.341,5.799,25.332
2313,1748508096,106707000,PositionalError,9.908,4.513,24.767
2315,1748508096,117093000,PositionalError,10.521,4.517,24.623
2316,1748508096,121801000,PositionalError,11.577,5.708,25.419
2317,1748508096,126435000,PositionalError,8.934,5.285,24.977
2318,1748508096,131155000,TempSpike,11.707,4.487,33.402
2318,1748508096,131155000,PositionalError,11.707,4.487,33.402
2319,1748508096,137172000,PositionalError,9.055,5.615,25.426
2320,1748508096,141865000,TempSpike,9.292,5.443,34.145
2320,1748508096,141865000,PositionalError,9.292,5.443,34.145
2321,1748508096,146707000,PositionalError,11.493,4.583,25.203
2322,1748508096,151546000,TempSpike,8.459,4.904,34.589
2322,1748508096,151546000,PositionalError,8.459,4.904,34.589
2324,1748508096,162023000,TempSpike,11.769,5.406,35.425
2324,1748508096,162023000,PositionalError,11.769,5.406,35.425
2325,1748508096,166974000,PositionalError,8.277,4.862,24.739
2326,1748508096,171693000,PositionalError,11.885,5.149,24.589
2327,1748508096,176454000,PositionalError,8.268,4.042,25.462
2328,1748508096,182264000,PositionalError,10.784,5.064,24.567
2329,1748508096,186984000,PositionalError,9.539,4.147,24.739
2330,1748508096,191691000,PositionalError,9.732,5.634,25.009
2331,1748508096,196428000,PositionalError,9.835,5.503,25.131
2332,1748508096,202338000,PositionalError,11.228,5.472,24.703
2333,1748508096,207328000,PositionalError,10.860,4.669,24.894
2334,1748508096,212070000,PositionalError,9.999,5.531,24.845
2335,1748508096,216805000,TempSpike,11.758,5.054,34.252
2335,1748508096,216805000,PositionalError,11.758,5.054,34.252
2336,1748508096,221745000,PositionalError,9.684,5.419,25.012
2337,1748508096,226490000,PositionalError,11.151,4.410,25.205
2338,1748508096,232272000,TempSpike,8.374,5.025,35.700
2338,1748508096,232272000,PositionalError,8.374,5.025,35.700
2339,1748508096,237297000,PositionalError,8.396,5.366,25.090
2340,1748508096,241889000,TempSpike,9.265,5.028,35.936
2340,1748508096,241889000,PositionalError,9.265,5.028,35.936
2341,1748508096,246721000,TempSpike,8.165,5.650,32.096
2341,1748508096,246721000,PositionalError,8.165,5.650,32.096
2342,1748508096,251542000,PositionalError,9.399,4.112,24.519
2343,1748508096,257371000,PositionalError,10.330,5.143,25.104
2344,1748508096,261414000,PositionalError,11.746,5.112,25.025
2345,1748508096,267273000,PositionalError,9.179,5.019,24.580
2346,1748508096,271620000,PositionalError,9.155,5.811,24.697
2347,1748508096,276484000,PositionalError,8.185,4.612,24.827
2348,1748508096,282336000,PositionalError,9.670,4.279,25.411
2349,1748508096,287050000,TempSpike,9.903,5.256,33.316
2349,1748508096,287050000,PositionalError,9.903,5.256,33.316
2350,1748508096,291914000,ForceSpike,17.512,5.530,24.688
2350,1748508096,291914000,PositionalError,17.512,5.530,24.688
2351,1748508096,296766000,PositionalError,11.721,4.301,24.989
2352,1748508096,301518000,PositionalError,10.008,5.339,24.588
2353,1748508096,307443000,PositionalError,8.773,4.376,25.414
2354,1748508096,312235000,PositionalError,8.035,5.622,24.964
2355,1748508096,316991000,PositionalError,8.169,5.461,25.245
2356,1748508096,321747000,PositionalError,9.572,4.527,25.139
2357,1748508096,326441000,PositionalError,9.692,5.578,25.094
2358,1748508096,332224000,ForceSpike,16.511,5.181,24.981
2358,1748508096,332224000,PositionalError,16.511,5.181,24.981
2359,1748508096,337149000,ForceSpike,18.409,4.946,24.538
2359,1748508096,337149000,PositionalError,18.409,4.946,24.538
2360,1748508096,342090000,PositionalError,9.137,5.679,24.697
2361,1748508096,346808000,PositionalError,8.593,4.436,25.343
2362,1748508096,351495000,PositionalError,10.452,4.229,24.805
2363,1748508096,357370000,PositionalError,9.770,5.222,24.831
2364,1748508096,362042000,PositionalError,10.282,5.740,25.196
2365,1748508096,366812000,PositionalError,9.462,5.335,24.830
2366,1748508096,371491000,PositionalError,11.353,5.452,25.079
2367,1748508096,377292000,PositionalError,10.407,5.666,24.576
2368,1748508096,381935000,PositionalError,9.150,5.609,24.815
2369,1748508096,386648000,PositionalError,10.544,5.109,24.905
2370,1748508096,392471000,ForceSpike,17.322,5.644,24.840
2370,1748508096,392471000,PositionalError,17.322,5.644,24.840
2371,1748508096,397269000,PositionalError,10.095,5.736,24.913
2372,1748508096,401949000,PositionalError,8.093,4.746,24.615
2373,1748508096,406636000,PositionalError,9.490,4.402,24.535
2374,1748508096,412455000,PositionalError,10.746,5.870,25.465
2375,1748508096,417165000,PositionalError,8.701,5.170,24.848
2376,1748508096,421845000,PositionalError,9.383,4.988,24.537
2377,1748508096,426525000,PositionalError,10.127,4.144,25.284
2378,1748508096,432333000,PositionalError,10.483,4.850,25.221
2379,1748508096,437016000,PositionalError,11.253,5.016,25.035
2380,1748508096,441679000,PositionalError,11.162,5.065,25.375
2381,1748508096,447477000,PositionalError,8.085,5.296,25.164
2382,1748508096,451054000,PositionalError,8.034,5.593,25.234
2383,1748508096,456858000,PositionalError,11.966,5.832,25.360
2384,1748508096,461596000,ForceSpike,19.284,4.075,24.575
2384,1748508096,461596000,PositionalError,19.284,4.075,24.575
2385,1748508096,466408000,TempSpike,8.508,4.896,35.832
2385,1748508096,466408000,PositionalError,8.508,4.896,35.832
2386,1748508096,471856000,PositionalError,11.749,4.904,25.137
2387,1748508096,476552000,ForceSpike,19.910,4.293,24.556
2387,1748508096,476552000,PositionalError,19.910,4.293,24.556
2388,1748508096,481424000,PositionalError,10.094,4.462,24.688
2389,1748508096,487217000,PositionalError,11.373,5.321,25.006
2390,1748508096,491958000,PositionalError,11.850,5.495,25.203
2391,1748508096,496711000,PositionalError,11.931,5.022,24.820
2392,1748508096,501394000,PositionalError,11.689,4.140,25.359
2393,1748508096,507224000,PositionalError,10.707,4.421,25.340
2394,1748508096,512208000,PositionalError,11.396,5.618,25.196
2395,1748508096,516918000,PositionalError,10.129,5.262,25.379
2396,1748508096,521692000,ForceSpike,18.119,4.441,24.955
2396,1748508096,521692000,PositionalError,18.119,4.441,24.955
2397,1748508096,526674000,PositionalError,11.962,5.310,25.413
2399,1748508096,537123000,PositionalError,9.838,4.414,25.001
2400,1748508096,541811000,PositionalError,8.972,4.169,25.432
2401,1748508096,546872000,PositionalError,11.487,5.116,24.968
2402,1748508096,551583000,PositionalError,10.206,5.784,24.927
2404,1748508096,562118000,PositionalError,9.844,5.123,25.257
2405,1748508096,566834000,PositionalError,9.377,4.397,24.725
2406,1748508096,571464000,PositionalError,9.827,5.637,25.227
2407,1748508096,577261000,PositionalError,8.661,4.604,25.249
2408,1748508096,582177000,PositionalError,10.177,4.680,25.131
2409,1748508096,586864000,PositionalError,11.690,4.398,24.573
2410,1748508096,591528000,PositionalError,8.155,5.624,25.124
2412,1748508096,601913000,PositionalError,8.929,4.131,25.071
2413,1748508096,606598000,PositionalError,9.131,5.209,24.622
2414,1748508096,612345000,PositionalError,9.033,5.280,24.941
2415,1748508096,617041000,PositionalError,11.894,4.338,24.902
2416,1748508096,621740000,PositionalError,10.738,4.049,25.303
2417,1748508096,626366000,PositionalError,10.784,4.345,24.743
2418,1748508096,632316000,PositionalError,9.611,4.071,24.674
2419,1748508096,637195000,TempSpike,8.476,4.165,35.684
2419,1748508096,637195000,PositionalError,8.476,4.165,35.684
2420,1748508096,642027000,PositionalError,11.282,4.392,24.566
2421,1748508096,646762000,PositionalError,9.765,4.509,24.505
2422,1748508096,651783000,ForceSpike,17.760,4.532,25.154
2422,1748508096,651783000,PositionalError,17.760,4.532,25.154
2423,1748508096,656610000,PositionalError,10.508,5.244,25.045
2424,1748508096,662430000,PositionalError,9.113,5.095,24.930
2425,1748508096,667179000,ForceSpike,18.512,5.984,25.134
2425,1748508096,667179000,PositionalError,18.512,5.984,25.134
2426,1748508096,672032000,PositionalError,11.533,4.832,24.949
2427,1748508096,676751000,PositionalError,11.402,4.629,25.354
2428,1748508096,681339000,PositionalError,8.808,4.384,24.622
2429,1748508096,687465000,PositionalError,8.895,4.285,24.558
2430,1748508096,692218000,PositionalError,9.744,4.277,25.004
2431,1748508096,696929000,PositionalError,10.856,5.375,24.754
2432,1748508096,701666000,PositionalError,8.888,4.023,25.420
2433,1748508096,706417000,PositionalError,10.328,4.301,25.496
2434,1748508096,712266000,PositionalError,8.565,5.435,24.674
2435,1748508096,716912000,PositionalError,11.789,4.114,25.272
2436,1748508096,721664000,PositionalError,9.982,4.019,25.340
2437,1748508096,726416000,PositionalError,10.743,4.027,24.834
2438,1748508096,732220000,PositionalError,10.592,5.189,25.190
2439,1748508096,736893000,PositionalError,8.640,4.652,25.280
2440,1748508096,741781000,PositionalError,9.494,4.018,25.326
2441,1748508096,746643000,PositionalError,10.189,4.084,24.859
2442,1748508096,751558000,PositionalError,10.500,5.255,25.095
2443,1748508096,756390000,TempSpike,9.069,5.215,31.973
2443,1748508096,756390000,PositionalError,9.069,5.215,31.973
2444,1748508096,764674000,PositionalError,11.088,5.046,25.446
2445,1748508096,766550000,PositionalError,8.643,5.278,25.455
2446,1748508096,778403000,PositionalError,10.505,4.230,24.924
2447,1748508096,779216000,PositionalError,9.756,4.952,24.714
2448,1748508096,787577000,PositionalError,11.731,4.129,24.756
2449,1748508096,787586000,PositionalError,11.076,5.296,25.199
2450,1748508096,797706000,TempSpike,10.331,5.210,31.939
2450,1748508096,797706000,PositionalError,10.331,5.210,31.939
2451,1748508096,798124000,PositionalError,11.099,4.271,25.097
2452,1748508096,801656000,PositionalError,9.995,5.613,24.711
2453,1748508096,807584000,PositionalError,9.965,5.483,24.703
2454,1748508096,811831000,PositionalError,11.009,4.543,25.018
2456,1748508096,822066000,PositionalError,9.496,4.763,24.549
2457,1748508096,826999000,PositionalError,9.310,5.805,25.448
2458,1748508096,831776000,PositionalError,10.746,4.630,24.758
2459,1748508096,836505000,PositionalError,10.490,4.653,24.513
2460,1748508096,842332000,PositionalError,10.408,4.204,24.773
2461,1748508096,847005000,PositionalError,11.872,5.128,24.974
2462,1748508096,851696000,PositionalError,10.528,4.203,24.801
2463,1748508096,856371000,ForceSpike,19.814,5.295,24.931
2463,1748508096,856371000,PositionalError,19.814,5.295,24.931
2464,1748508096,861910000,PositionalError,8.857,5.213,24.858
2465,1748508096,866813000,PositionalError,11.757,4.368,24.946
2466,1748508096,871497000,PositionalError,11.154,4.912,24.817
2467,1748508096,877317000,PositionalError,8.901,5.479,24.657
2468,1748508096,882049000,PositionalError,9.494,5.370,24.784
2469,1748508096,886905000,TempSpike,11.063,4.653,34.728
2469,1748508096,886905000,PositionalError,11.063,4.653,34.728
2470,1748508096,891698000,PositionalError,9.517,5.645,25.180
2471,1748508096,896415000,PositionalError,8.594,4.356,25.307
2472,1748508096,902320000,PositionalError,10.253,4.283,24.901
2473,1748508096,907023000,PositionalError,10.596,5.278,24.510
2474,1748508096,911734000,PositionalError,10.189,5.292,24.794
2475,1748508096,916409000,TempSpike,11.253,4.245,33.120
2475,1748508096,916409000,PositionalError,11.253,4.245,33.120
2476,1748508096,922340000,PositionalError,11.667,4.046,25.271
2477,1748508096,927047000,PositionalError,11.026,4.356,25.274
2478,1748508096,931719000,TempSpike,8.612,4.128,32.487
2478,1748508096,931719000,PositionalError,8.612,4.128,32.487
2479,1748508096,936540000,PositionalError,11.690,5.435,24.663
2480,1748508096,942336000,PositionalError,11.630,4.116,24.852
2481,1748508096,947108000,PositionalError,11.531,5.582,24.968
2482,1748508096,951823000,PositionalError,8.486,4.250,24.774
2483,1748508096,956834000,PositionalError,8.356,5.170,24.652
2484,1748508096,961543000,PositionalError,10.602,5.339,24.696
2485,1748508096,967371000,PositionalError,11.333,4.911,25.210
2486,1748508096,972102000,PositionalError,9.924,4.139,25.316
2487,1748508096,976789000,PositionalError,11.657,5.432,25.187
2488,1748508096,981485000,PositionalError,11.049,5.281,24.770
2489,1748508096,986870000,PositionalError,9.323,4.164,25.142
2490,1748508096,991739000,PositionalError,8.569,5.468,24.677
2491,1748508096,996451000,PositionalError,11.617,5.615,25.039
2492,1748508097,2178000,PositionalError,9.715,4.692,24.717
2493,1748508097,6870000,PositionalError,10.439,4.886,24.712
2494,1748508097,11550000,PositionalError,11.580,4.043,24.565
2495,1748508097,17414000,PositionalError,9.706,5.631,24.887
2496,1748508097,22137000,ForceSpike,19.155,4.947,24.515
2496,1748508097,22137000,PositionalError,19.155,4.947,24.515
2497,1748508097,25920000,PositionalError,8.979,4.577,24.680
2498,1748508097,31719000,PositionalError,10.019,4.061,24.708
2499,1748508097,36420000,PositionalError,8.820,5.759,25.153
2501,1748508097,46329000,PositionalError,11.708,4.338,24.520
2502,1748508097,52537000,PositionalError,10.320,4.235,24.834
2503,1748508097,56648000,PositionalError,10.131,4.331,25.247
2504,1748508097,61775000,PositionalError,11.143,4.232,25.012
2505,1748508097,66547000,PositionalError,11.380,4.488,24.539
2506,1748508097,72478000,PositionalError,8.046,4.456,24.859
2507,1748508097,77277000,PositionalError,10.878,4.304,25.381
2508,1748508097,81277000,PositionalError,11.650,4.583,25.002
2509,1748508097,87227000,PositionalError,9.456,4.007,25.101
2510,1748508097,91006000,PositionalError,9.340,5.262,25.216
2511,1748508097,97185000,PositionalError,10.688,5.091,24.727
2512,1748508097,101997000,PositionalError,8.696,5.551,25.079
2513,1748508097,106946000,ForceSpike,18.746,4.954,24.983
2513,1748508097,106946000,PositionalError,18.746,4.954,24.983
2514,1748508097,112201000,PositionalError,11.470,5.583,24.823
2515,1748508097,117273000,PositionalError,9.329,4.907,25.340
2517,1748508097,126944000,PositionalError,9.557,5.784,25.153
2518,1748508097,131827000,PositionalError,10.920,4.243,25.354
2520,1748508097,141472000,PositionalError,11.703,4.317,24.808
2521,1748508097,147554000,PositionalError,10.301,5.435,24.656
2522,1748508097,151351000,PositionalError,11.065,5.701,24.767
2525,1748508097,167232000,PositionalError,9.890,5.096,25.348
2526,1748508097,172028000,ForceSpike,16.461,5.335,25.045
2526,1748508097,172028000,PositionalError,16.461,5.335,25.045
2528,1748508097,181349000,PositionalError,8.095,5.404,25.337
2529,1748508097,187390000,PositionalError,9.808,5.699,24.606
2530,1748508097,192104000,PositionalError,10.572,4.905,24.969
2531,1748508097,196766000,PositionalError,11.333,4.502,24.782
2534,1748508097,211636000,PositionalError,10.441,4.690,25.162
2535,1748508097,217438000,PositionalError,11.386,4.043,24.784
2536,1748508097,222137000,PositionalError,8.453,4.787,24.653
2537,1748508097,226835000,ForceSpike,17.014,5.120,24.938
2537,1748508097,226835000,PositionalError,17.014,5.120,24.938
2538,1748508097,231640000,PositionalError,9.222,5.109,24.868
2539,1748508097,237406000,PositionalError,10.912,5.548,25.163
2540,1748508097,242223000,TempSpike,10.167,5.966,32.751
2540,1748508097,242223000,PositionalError,10.167,5.966,32.751
2543,1748508097,257317000,PositionalError,9.633,5.259,24.602
2544,1748508097,262222000,ForceSpike,18.227,4.962,25.328
2544,1748508097,262222000,PositionalError,18.227,4.962,25.328
2545,1748508097,267086000,PositionalError,9.741,5.345,25.100
2547,1748508097,276557000,PositionalError,10.119,4.655,24.687
2548,1748508097,282383000,PositionalError,11.786,5.343,25.182
2549,1748508097,287095000,PositionalError,8.276,5.124,25.449
2550,1748508097,291808000,PositionalError,9.620,4.508,24.710
2551,1748508097,296499000,ForceSpike,17.767,4.268,24.992
2551,1748508097,296499000,PositionalError,17.767,4.268,24.992
2552,1748508097,302421000,PositionalError,11.685,4.415,24.901
2553,1748508097,307092000,PositionalError,9.613,5.171,24.792
2554,1748508097,311771000,PositionalError,9.801,5.240,24.866
2556,1748508097,322151000,PositionalError,11.457,5.943,24.806
2558,1748508097,331591000,PositionalError,9.489,5.737,24.939
2559,1748508097,337426000,PositionalError,11.413,4.957,25.498
2560,1748508097,342093000,PositionalError,9.914,5.174,25.480
2562,1748508097,351394000,PositionalError,11.250,4.768,25.098
2563,1748508097,357216000,ForceSpike,20.939,5.951,25.034
2563,1748508097,357216000,PositionalError,20.939,5.951,25.034
2564,1748508097,362037000,ForceSpike,19.571,5.677,24.830
2564,1748508097,362037000,PositionalError,19.571,5.677,24.830
2565,1748508097,367323000,PositionalError,8.446,5.606,24.509
2566,1748508097,372029000,PositionalError,9.763,5.141,24.831
2567,1748508097,376653000,PositionalError,11.449,5.499,25.316
2568,1748508097,382447000,PositionalError,11.181,4.517,25.095
2569,1748508097,387161000,PositionalError,9.149,5.526,24.821
2570,1748508097,391868000,PositionalError,8.779,5.723,24.789
2571,1748508097,396599000,PositionalError,10.563,5.566,25.451
2572,1748508097,401401000,PositionalError,10.349,4.029,24.738
2573,1748508097,407295000,PositionalError,8.126,4.019,24.997
2574,1748508097,412038000,TempSpike,8.296,5.018,31.910
2574,1748508097,412038000,PositionalError,8.296,5.018,31.910
2575,1748508097,416860000,PositionalError,10.675,5.836,24.811
2576,1748508097,421562000,PositionalError,9.210,5.839,24.563
2577,1748508097,427481000,PositionalError,11.810,5.607,24.536
2578,1748508097,432178000,TempSpike,9.457,5.965,31.158
2578,1748508097,432178000,PositionalError,9.457,5.965,31.158
2579,1748508097,437024000,PositionalError,8.305,4.381,25.203
2580,1748508097,441761000,PositionalError,9.139,5.974,24.904
2581,1748508097,446144000,PositionalError,10.106,4.759,25.317
2582,1748508097,452056000,PositionalError,9.481,5.377,24.799
2583,1748508097,457089000,PositionalError,10.399,4.974,25.143
2584,1748508097,461821000,PositionalError,10.854,5.312,24.587
2585,1748508097,466614000,PositionalError,10.395,4.202,24.722
2586,1748508097,471592000,ForceSpike,19.695,5.122,25.069
2586,1748508097,471592000,PositionalError,19.695,5.122,25.069
2587,1748508097,476467000,PositionalError,8.713,5.986,25.328
2588,1748508097,482320000,PositionalError,10.417,4.234,24.966
2589,1748508097,486898000,PositionalError,10.708,4.119,25.056
2590,1748508097,491896000,PositionalError,11.147,4.222,24.674
2591,1748508097,496631000,PositionalError,8.447,5.375,25.236
2593,1748508097,507166000,PositionalError,8.973,5.347,25.275
2594,1748508097,511929000,PositionalError,8.402,5.559,25.011
2595,1748508097,516615000,PositionalError,9.729,5.934,25.266
2596,1748508097,522013000,PositionalError,11.225,4.319,25.132
2597,1748508097,526766000,PositionalError,10.505,4.255,25.150
2598,1748508097,531527000,PositionalError,11.667,4.803,24.950
2599,1748508097,537209000,PositionalError,8.953,5.747,25.385
2600,1748508097,542134000,PositionalError,8.958,5.940,25.312
2601,1748508097,546896000,TempSpike,8.712,5.499,34.101
2601,1748508097,546896000,PositionalError,8.712,5.499,34.101
2602,1748508097,551837000,PositionalError,8.675,4.955,25.063
2603,1748508097,556357000,PositionalError,9.526,4.391,25.300
2604,1748508097,562459000,PositionalError,11.281,4.946,24.976
2605,1748508097,567324000,PositionalError,11.306,4.173,24.849
2606,1748508097,572402000,PositionalError,11.575,4.057,24.842
2607,1748508097,577491000,PositionalError,10.234,4.831,24.811
2608,1748508097,582312000,TempSpike,10.224,5.829,33.441
2608,1748508097,582312000,PositionalError,10.224,5.829,33.441
2609,1748508097,587187000,PositionalError,8.590,4.153,25.189
2610,1748508097,591894000,PositionalError,8.428,4.955,24.972
2611,1748508097,596636000,TempSpike,11.805,5.847,35.840
2611,1748508097,596636000,PositionalError,11.805,5.847,35.840
2612,1748508097,601076000,PositionalError,8.659,5.242,25.266
2613,1748508097,606936000,ForceSpike,18.024,5.443,24.591
2613,1748508097,606936000,PositionalError,18.024,5.443,24.591
2614,1748508097,611805000,PositionalError,11.712,5.248,24.959
2615,1748508097,616691000,PositionalError,11.808,4.776,24.686
2616,1748508097,621439000,PositionalError,9.220,4.002,25.424
2617,1748508097,627237000,PositionalError,8.327,5.696,25.496
2618,1748508097,631975000,PositionalError,8.501,4.095,24.823
2619,1748508097,636723000,ForceSpike,19.861,4.916,24.758
2619,1748508097,636723000,PositionalError,19.861,4.916,24.758
2620,1748508097,641651000,PositionalError,11.179,5.989,24.706
2621,1748508097,646417000,TempSpike,10.971,4.625,31.260
2621,1748508097,646417000,PositionalError,10.971,4.625,31.260
2622,1748508097,651574000,PositionalError,10.318,4.065,24.796
2623,1748508097,657477000,PositionalError,10.170,5.185,24.962
2624,1748508097,661831000,PositionalError,11.561,5.419,25.217
2625,1748508097,666688000,PositionalError,11.781,5.927,24.914
2626,1748508097,671447000,PositionalError,9.208,5.179,25.386
2627,1748508097,676438000,PositionalError,8.961,4.635,25.406
2628,1748508097,682346000,PositionalError,11.276,4.222,25.390
2629,1748508097,687128000,PositionalError,9.479,5.783,24.931
2630,1748508097,691992000,PositionalError,8.063,4.797,24.555
2631,1748508097,696760000,PositionalError,11.378,5.523,24.898
2632,1748508097,701550000,ForceSpike,18.228,5.024,24.632
2632,1748508097,701550000,PositionalError,18.228,5.024,24.632
2633,1748508097,706414000,ForceSpike,19.104,5.111,24.800
2633,1748508097,706414000,PositionalError,19.104,5.111,24.800
2634,1748508097,712467000,PositionalError,10.809,5.120,24.600
2635,1748508097,717260000,PositionalError,9.338,4.624,24.629
2636,1748508097,721942000,PositionalError,8.982,4.385,24.917
2637,1748508097,726683000,PositionalError,10.620,4.457,24.837
2638,1748508097,731493000,PositionalError,10.796,4.936,24.524
2639,1748508097,737395000,PositionalError,11.199,5.720,25.363
2640,1748508097,742192000,PositionalError,10.571,5.016,25.109
2641,1748508097,746935000,PositionalError,10.069,5.761,25.131
2642,1748508097,751595000,TempSpike,8.426,5.837,35.204
2642,1748508097,751595000,PositionalError,8.426,5.837,35.204
2643,1748508097,756531000,PositionalError,9.468,4.415,25.078
2644,1748508097,762402000,PositionalError,9.227,5.748,25.172
2645,1748508097,767163000,PositionalError,8.799,5.488,25.415
2646,1748508097,771941000,PositionalError,9.748,5.655,24.530
2647,1748508097,777014000,PositionalError,10.035,4.947,25.097
2648,1748508097,781795000,PositionalError,9.080,4.995,24.830
2649,1748508097,786485000,TempSpike,10.124,4.986,32.001
2649,1748508097,786485000,PositionalError,10.124,4.986,32.001
2650,1748508097,792506000,PositionalError,10.454,5.666,24.530
2651,1748508097,796508000,PositionalError,10.474,4.138,24.908
2652,1748508097,802361000,TempSpike,9.415,5.672,33.804
2652,1748508097,802361000,PositionalError,9.415,5.672,33.804
2653,1748508097,807227000,ForceSpike,18.145,4.073,24.734
2653,1748508097,807227000,PositionalError,18.145,4.073,24.734
2654,1748508097,812076000,PositionalError,10.157,5.198,24.717
2655,1748508097,816799000,PositionalError,9.959,4.034,25.351
2656,1748508097,821545000,PositionalError,10.846,4.486,24.833
2658,1748508097,832308000,PositionalError,8.888,5.486,25.488
2659,1748508097,837098000,PositionalError,9.417,4.193,25.168
2660,1748508097,841755000,PositionalError,8.059,5.853,24.601
2661,1748508097,846510000,PositionalError,10.858,5.288,24.593
2662,1748508097,852428000,PositionalError,9.220,4.490,24.689
2663,1748508097,857177000,PositionalError,10.394,4.989,24.886
2664,1748508097,861962000,TempSpike,8.564,4.418,33.081
2664,1748508097,861962000,PositionalError,8.564,4.418,33.081
2665,1748508097,867256000,PositionalError,11.340,5.286,24.712
2666,1748508097,872091000,ForceSpike,17.261,5.752,25.221
2666,1748508097,872091000,PositionalError,17.261,5.752,25.221
2667,1748508097,877217000,PositionalError,8.896,5.068,25.294
2668,1748508097,882150000,PositionalError,10.425,5.872,25.290
2669,1748508097,886920000,PositionalError,11.455,5.191,25.081
2670,1748508097,891658000,PositionalError,10.987,4.296,24.648
2671,1748508097,897508000,PositionalError,8.303,5.340,24.530
2672,1748508097,902256000,PositionalError,10.849,5.602,24.695
2673,1748508097,907013000,TempSpike,10.359,4.521,31.062
2673,1748508097,907013000,PositionalError,10.359,4.521,31.062
2674,1748508097,911980000,PositionalError,11.518,4.361,24.926
2675,1748508097,916778000,PositionalError,11.933,4.999,24.681
2676,1748508097,921545000,PositionalError,10.915,5.463,24.963
2677,1748508097,927424000,PositionalError,10.981,4.854,25.123
2678,1748508097,932205000,PositionalError,11.526,5.839,25.333
2679,1748508097,936990000,PositionalError,9.720,5.285,24.809
2680,1748508097,941773000,PositionalError,11.988,4.561,25.125
2681,1748508097,946518000,PositionalError,10.982,4.287,24.945
2682,1748508097,952472000,PositionalError,8.623,5.092,24.626
2683,1748508097,956370000,PositionalError,10.631,5.707,24.654
2684,1748508097,962315000,TempSpike,9.699,4.906,31.596
2684,1748508097,962315000,PositionalError,9.699,4.906,31.596
2685,1748508097,967205000,PositionalError,11.650,5.193,24.758
2686,1748508097,971970000,PositionalError,11.234,4.208,24.606
2687,1748508097,976935000,PositionalError,9.554,5.898,25.276
2688,1748508097,982134000,TempSpike,8.706,5.322,33.364
2688,1748508097,982134000,PositionalError,8.706,5.322,33.364
2689,1748508097,986137000,PositionalError,10.303,4.839,24.727
